scenario_id,scenario_label,policy,month,reward_mean,reward_std,rule40_mean,rule40_std,n,reward_ci95,rule40_ci95
oracle_v1,Oracle v1,oracle_v1,42,-7.041219748777668,1.3689984225937895,-36.911710471040784,1.6528649123519628,2,1.8973350133775204,2.2907538963023875
oracle_v1,Oracle v1,oracle_v1,43,-7.031734375268988,1.3783758507714952,-38.32392848418102,1.3256046662950813,2,1.9103314657644297,1.8371943354711735
oracle_v1,Oracle v1,oracle_v1,44,-7.022094963341559,1.384546125635409,-37.959755203872916,0.7096121942578596,2,1.918883030432624,0.9834723253619004
oracle_v1,Oracle v1,oracle_v1,45,-12.015787149707641,1.3936931263555656,-40.064628365016716,0.1672141065899274,2,1.9315601266566365,0.23174692821238416
oracle_v1,Oracle v1,oracle_v1,46,-9.482263586667482,4.932115986013131,-33.85493503961594,0.5051322578480144,2,6.835564012244582,0.7000775920439891
oracle_v1,Oracle v1,oracle_v1,47,-6.962822132286293,1.4021139549177728,-35.68686887928392,2.6977549721058836,2,1.9432307996165468,3.738897636121359
oracle_v1,Oracle v1,oracle_v1,48,-6.952018038979974,1.4103321773412831,-37.99257472950474,0.6229772329961514,2,1.954620674794275,0.8634023949137644
oracle_v1,Oracle v1,oracle_v1,49,-6.944900228980722,1.4164300902108113,-38.11276293494184,0.2474548164040568,2,1.9630719508548864,0.3429548782844981
oracle_v1,Oracle v1,oracle_v1,50,-9.438591690548595,2.1188134816431954,-40.0092069194131,0.6375116449439812,2,2.936525666641188,0.883546062161548
oracle_v1,Oracle v1,oracle_v1,51,-6.915275952387944,1.4417195212147567,-37.046754536269205,4.46396836682438,2,1.9981213140391547,6.1867445142401625
oracle_v1,Oracle v1,oracle_v1,52,-9.410708433531669,2.092035436882077,-39.95199517625175,1.748342941683072,2,2.8994131900476807,2.423079693811324
oracle_v1,Oracle v1,oracle_v1,53,-9.404486472283622,2.0839224007534995,-39.133146481200555,3.205175490679449,2,2.888169095637125,4.442146595730622
oracle_v1,Oracle v1,oracle_v1,54,-6.888077476696025,1.4706294500128738,-38.18083934562125,5.303886553536878,2,2.038188431164822,7.350811731354143
oracle_v1,Oracle v1,oracle_v1,55,-9.382626864058212,5.006694804808215,-40.326384822368304,3.282237866004466,2,6.93892498171024,4.54894959893728
oracle_v1,Oracle v1,oracle_v1,56,-14.382089143662906,5.010311968052762,-41.894226250446835,3.3381707641413225,2,6.943938114201639,4.626468640802695
oracle_v1,Oracle v1,oracle_v1,57,-9.357751998071297,5.0032131081586675,-37.55444361477457,2.2530749162267214,2,6.934099596340817,3.122602521499045
oracle_v1,Oracle v1,oracle_v1,58,-12.856760782698586,7.126588814650839,-41.72141898737388,3.0877199614843684,2,9.876948184032903,4.2793615374144975
oracle_v1,Oracle v1,oracle_v1,59,-15.344193263111627,3.564887275591779,-39.79358920440731,1.3401518200194338,2,4.940681694803703,1.857355661920261
oracle_v1,Oracle v1,oracle_v1,60,-10.328027517634254,3.5786913140635237,-38.29993775554837,2.9730410378771066,2,4.95981311605752,4.120424658112435
